inventoryItemId,cardTraderId,blueprintId,game,setCode,name,condition,isFoil,price,totalQuantity,bin,row,locationQuantity
699b75a734ce719e27b6e52f,393857987,,1,fin,Adelbert Steiner,NM,FALSE,0.05,1,Bin 6,4,1
69eea6d22f009c9bc4d748a2,411068533,,1,dft,Adrenaline Jockey,Near Mint,FALSE,0.04,1,Bin 7,19,1
699b796734ce719e27b6e6dc,393859697,,1,fin,Adventurer's Airship,NM,TRUE,0.15,1,Bin 6,3,1
699a9e1434ce719e27b6e036,393639352,,1,fin,Adventurer's Airship,NM,FALSE,0.04,0,,,
69eea6d62f009c9bc4d748ea,411068553,,1,fin,Adventurer's Airship,Near Mint,FALSE,0.03,3,Bin 7,19,3
699a9e1734ce719e27b6e064,393639366,,1,fin,Adventurer's Inn,NM,FALSE,0.06,15,Bin 6,6,1
699a9e1734ce719e27b6e064,393639366,,1,fin,Adventurer's Inn,NM,FALSE,0.06,15,Bin 6,9,14
69b08a929ca1ed48e7d8b08d,398342971,,1,zen,Adventuring Gear,Near Mint,FALSE,0.09,1,Bin 6,28,1
69b0bf239ca1ed48e7d8b5b5,398394990,,1,dom,Adventurous Impulse,Near Mint,FALSE,0.03,2,Bin 6,33,1
69b0bf239ca1ed48e7d8b5b5,398394990,,1,dom,Adventurous Impulse,Near Mint,FALSE,0.03,2,Bin 6,38,1
69e43db79ca1ed48e7d9962a,409102109,,1,aer,Aegis Automaton,Near Mint,FALSE,0.03,7,Bin 5,24,6
69e43db79ca1ed48e7d9962a,409102109,,1,aer,Aegis Automaton,Near Mint,FALSE,0.03,7,Bin 5,25,1
69e7e0a49ca1ed48e7d9b0dc,409779799,,1,fdn,Aegis Turtle,Near Mint,TRUE,0.1,1,Bin 7,6,1
69e7e0a49ca1ed48e7d9b0df,409779800,,1,fdn,Aegis Turtle,Near Mint,FALSE,0.03,1,Bin 7,6,1
69e9185f7ecc73c161d8af23,409994857,,1,m20,Aerial Assault,Near Mint,FALSE,0.05,1,Bin 1,22,1
69e7ce2a9ca1ed48e7d9adcb,409769247,,1,aer,Aerial Modification,Near Mint,FALSE,0.05,2,Bin 7,2,2
699b7d3434ce719e27b6e769,393860688,,1,mh3,Aerie Auxiliary,NM,FALSE,0.05,2,Bin 6,2,2
69af4ea334ce719e27b7409b,397738667,,1,fin,Aerith Rescue Mission,NM,FALSE,0.03,11,Bin 6,12,11
69eea6d62f009c9bc4d748e0,411068551,,1,fin,Aerith Rescue Mission,Near Mint,FALSE,0.04,4,Bin 7,19,4
699b796134ce719e27b6e677,393859664,,1,fin,Aerith Rescue Mission,NM,FALSE,0.05,4,Bin 6,3,3
699b796134ce719e27b6e677,393859664,,1,fin,Aerith Rescue Mission,NM,FALSE,0.05,4,Bin 6,1,1
69e439cd9ca1ed48e7d9959a,409100240,,1,aer,Aeronaut Admiral,Near Mint,FALSE,0.05,5,Bin 5,21,4
69e439cd9ca1ed48e7d9959a,409100240,,1,aer,Aeronaut Admiral,Near Mint,FALSE,0.05,5,Bin 7,4,1
69b0bf1e9ca1ed48e7d8b56b,398394958,,1,dom,Aesthir Glider,Near Mint,FALSE,0.03,1,Bin 6,33,1
69e43bdb9ca1ed48e7d995f8,409101628,,1,aer,Aether Chaser,Near Mint,FALSE,0.03,6,Bin 5,23,6
69af734a9a9ce4ef7aed3cee,398165936,,1,stx,Aether Helix,Near Mint,FALSE,0.04,2,Bin 6,20,1
69af734a9a9ce4ef7aed3cee,398165936,,1,stx,Aether Helix,Near Mint,FALSE,0.04,2,Bin 6,27,1
69b0cca89ca1ed48e7d8b7b9,398401855,,1,aer,Aether Herder,Near Mint,FALSE,0.03,0,,,
69e41db29ca1ed48e7d98ffc,409079839,,1,kld,Aether Meltdown,Near Mint,FALSE,0.05,4,Bin 5,2,4
69e43bdc9ca1ed48e7d99616,409101638,,1,aer,Aether Poisoner,Near Mint,FALSE,0.03,11,Bin 5,23,8
69e43bdc9ca1ed48e7d99616,409101638,,1,aer,Aether Poisoner,Near Mint,FALSE,0.03,11,Bin 7,2,3
69e41db29ca1ed48e7d98ff9,409079838,,1,kld,Aether Theorist,Near Mint,FALSE,0.03,10,Bin 5,2,8
69e41db29ca1ed48e7d98ff9,409079838,,1,kld,Aether Theorist,Near Mint,FALSE,0.03,10,Bin 7,5,2
69b0bb229ca1ed48e7d8b4b7,398393254,,1,kld,Aether Tradewinds,Near Mint,FALSE,0.03,10,Bin 6,32,2
69b0bb229ca1ed48e7d8b4b7,398393254,,1,kld,Aether Tradewinds,Near Mint,FALSE,0.03,10,Bin 5,2,8
69b0bb219ca1ed48e7d8b4b4,398393252,,1,m19,Aether Tunnel,Near Mint,FALSE,0.88,0,,,
69e41ed19ca1ed48e7d99024,409080143,,1,kld,Aetherborn Marauder,Near Mint,FALSE,0.03,0,,,
69b0a9e29ca1ed48e7d8b274,398363695,,1,lcc,Aetherize,Near Mint,FALSE,0.55,1,Bin 6,29,1
69af86d99ca1ed48e7d8a71a,398181812,,1,m19,Aethershield Artificer,Near Mint,FALSE,0.03,4,Bin 6,22,3
69af86d99ca1ed48e7d8a71a,398181812,,1,m19,Aethershield Artificer,Near Mint,FALSE,0.03,4,Bin 6,33,1
69e7ede89ca1ed48e7d9b3c3,409786026,,1,uma,Aethersnipe,Near Mint,TRUE,0.1,1,Bin 7,9,1
69b0cca89ca1ed48e7d8b7bc,398401856,,1,aer,Aetherstream Leopard,Near Mint,FALSE,0.03,0,,,
69e4201b9ca1ed48e7d9907f,409080699,,1,kld,Aethertorch Renegade,Near Mint,FALSE,0.03,0,,,
69e920c97ecc73c161d8cb32,410003512,,1,blb,Agate Assault,Near Mint,FALSE,0.03,11,Bin 1,26,11
69e91cf97ecc73c161d8bea4,410001541,,1,blb,Agate-Blade Assassin,Near Mint,FALSE,0.03,3,Bin 1,24,3
69e53d299ca1ed48e7d99e01,409247568,,1,mkm,Agency Coroner,Near Mint,FALSE,0.03,9,Bin 5,30,1
69e53d299ca1ed48e7d99e01,409247568,,1,mkm,Agency Coroner,Near Mint,FALSE,0.03,9,Bin 5,31,2
69e53d299ca1ed48e7d99e01,409247568,,1,mkm,Agency Coroner,Near Mint,FALSE,0.03,9,Bin 5,34,3
69e53d299ca1ed48e7d99e01,409247568,,1,mkm,Agency Coroner,Near Mint,FALSE,0.03,9,Bin 5,35,3
69e8fe627ecc73c161d85e29,409950464,,1,mkm,Agency Coroner,Near Mint,FALSE,0.02,14,Bin 1,8,14
69e535b89ca1ed48e7d99c6a,409244283,,1,mkm,Agency Outfitter,Near Mint,FALSE,0.05,1,Bin 5,8,1
69b0c75f9ca1ed48e7d8b66a,398398095,,1,rix,Aggressive Urge,Near Mint,FALSE,0.04,4,Bin 6,33,1
69b0c75f9ca1ed48e7d8b66a,398398095,,1,rix,Aggressive Urge,Near Mint,FALSE,0.04,4,Bin 6,34,3
69e4307e9ca1ed48e7d99449,409093675,,1,akh,Ahn-Crop Champion,Near Mint,FALSE,0.05,3,Bin 5,15,3
69e42c269ca1ed48e7d99337,409090850,,1,akh,Ahn-Crop Crasher,Near Mint,FALSE,0.05,4,Bin 5,12,4
699a9e1e34ce719e27b6e0f4,393639409,,1,fin,Ahriman,NM,FALSE,0.04,1,Bin 6,6,1
699bb19634ce719e27b6e94f,393880596,,1,fin,Ahriman,NM,TRUE,0.15,1,Bin 6,7,1
69af4fdd34ce719e27b740d7,397758047,,1,fin,Ahriman,NM,FALSE,0.03,13,Bin 6,13,13
69e427c59ca1ed48e7d991f6,409088110,,1,vow,Aim for the Head,Near Mint,FALSE,0.03,1,Bin 5,9,1
69efe9354ff24d3a84876ddc,411358514,,1,dtk,Ainok Artillerist,Near Mint,TRUE,0.1,1,Bin 7,20,1
69e4218b9ca1ed48e7d990b0,409081249,,1,ktk,Ainok Bond-Kin,Near Mint,FALSE,0.05,6,Bin 5,5,6
69e4244a9ca1ed48e7d99153,409082820,,1,ktk,Ainok Tracker,Near Mint,FALSE,0.03,6,Bin 5,7,5
69e4244a9ca1ed48e7d99153,409082820,,1,ktk,Ainok Tracker,Near Mint,FALSE,0.03,6,Bin 7,17,1
69af68b834ce719e27b74425,398052967,,1,tla,Air Nomad Legacy,NM,FALSE,0.06,1,Bin 6,17,1
699bb5c434ce719e27b6ea90,393882045,,1,tle,Air Nomad Student,NM,FALSE,0.16,1,Bin 6,8,1
69e91b477ecc73c161d8b92a,409999677,,1,afr,Air-Cult Elemental,Near Mint,FALSE,0.05,3,Bin 1,23,3
699b75ae34ce719e27b6e5b6,393858091,,1,tla,Airbender's Reversal,NM,FALSE,0.05,1,Bin 6,4,1
69af68ab34ce719e27b74344,398052884,,1,tla,Airbender's Reversal,NM,FALSE,0.06,1,Bin 6,17,1
699bb5c734ce719e27b6eac2,393882059,,1,tla,Airbending Lesson,NM,FALSE,0.03,2,Bin 6,8,1
699bb5c734ce719e27b6eac2,393882059,,1,tla,Airbending Lesson,NM,FALSE,0.03,2,Bin 6,17,1
69e439cd9ca1ed48e7d99597,409100239,,1,aer,Airdrop Aeronauts,Near Mint,FALSE,0.05,4,Bin 5,21,4
699b75aa34ce719e27b6e56e,393858061,,1,fin,Airship Crash,NM,FALSE,0.05,4,Bin 6,4,1
699b75aa34ce719e27b6e56e,393858061,,1,fin,Airship Crash,NM,FALSE,0.05,4,Bin 6,3,3
69af6d5f34ce719e27b744a8,398148011,,1,tla,Airship Engine Room,NM,FALSE,0.04,1,Bin 6,18,1
69e53d269ca1ed48e7d99dd0,409247555,,1,mkm,Airtight Alibi,Near Mint,FALSE,0.05,9,Bin 5,30,2
69e53d269ca1ed48e7d99dd0,409247555,,1,mkm,Airtight Alibi,Near Mint,FALSE,0.05,9,Bin 5,31,2
69e53d269ca1ed48e7d99dd0,409247555,,1,mkm,Airtight Alibi,Near Mint,FALSE,0.05,9,Bin 5,33,2
69e53d269ca1ed48e7d99dd0,409247555,,1,mkm,Airtight Alibi,Near Mint,FALSE,0.05,9,Bin 5,34,1
69e53d269ca1ed48e7d99dd0,409247555,,1,mkm,Airtight Alibi,Near Mint,FALSE,0.05,9,Bin 5,35,2
69e900687ecc73c161d863a8,409951407,,1,mkm,Airtight Alibi,Near Mint,FALSE,0.03,7,Bin 1,10,7
69b0cca19ca1ed48e7d8b756,398401796,,1,aer,Ajani's Comrade,Near Mint,FALSE,0.1,1,Bin 6,34,1
69b0b79f9ca1ed48e7d8b35d,398391678,,1,cns,Ajani's Sunstriker,Near Mint,FALSE,0.04,1,Bin 6,31,1
69af518534ce719e27b74124,397759297,,1,cneo,Akki Ronin,NM,FALSE,0.04,1,Bin 6,14,1
69e53d2c9ca1ed48e7d99e2e,409247580,,1,ogw,Akoum Flameseeker,Near Mint,FALSE,0.03,9,Bin 5,30,9
69af542034ce719e27b7415f,397764511,,1,znr,Akoum Hellhound,NM,FALSE,0.03,1,Bin 6,15,1
699bbb7d34ce719e27b6ec5e,393884983,,1,c18,Akoum Refuge,NM,FALSE,0.18,1,Bin 6,10,1
69b0d34e9ca1ed48e7d8b86b,398404121,,1,ddk,Akoum Refuge,Near Mint,FALSE,0.04,0,,,
69af918a9ca1ed48e7d8a827,398187804,,1,zen,Akoum Refuge,Near Mint,FALSE,0.09,6,Bin 6,23,1
69af918a9ca1ed48e7d8a827,398187804,,1,zen,Akoum Refuge,Near Mint,FALSE,0.09,6,Bin 6,28,5
69e7ea1c9ca1ed48e7d9b32e,409784094,,1,ths,Akroan Crusader,Near Mint,TRUE,0.15,1,Bin 7,8,1
69b042619ca1ed48e7d8ac6f,398289273,,1,bng,Akroan Skyguard,Near Mint,TRUE,0.5,0,,,
69e4218b9ca1ed48e7d990ad,409081248,,1,ktk,Alabaster Kirin,Near Mint,FALSE,0.05,6,Bin 5,5,6
69e920c97ecc73c161d8cb2f,410003511,,1,blb,Alania's Pathmaker,Near Mint,FALSE,0.03,8,Bin 1,26,8
69e539379ca1ed48e7d99d20,409246148,,1,emn,Alchemist's Greeting,Near Mint,FALSE,0.03,3,Bin 5,28,3
69e957d17ecc73c161d987cd,410039903,,1,tdm,Alesha's Legacy,Near Mint,FALSE,0.05,2,Bin 7,12,2
69e53d259ca1ed48e7d99dca,409247553,,1,mkm,Alley Assailant,Near Mint,FALSE,0.02,17,Bin 5,30,1
69e53d259ca1ed48e7d99dca,409247553,,1,mkm,Alley Assailant,Near Mint,FALSE,0.02,17,Bin 5,31,1
69e53d259ca1ed48e7d99dca,409247553,,1,mkm,Alley Assailant,Near Mint,FALSE,0.02,17,Bin 5,32,2
69e53d259ca1ed48e7d99dca,409247553,,1,mkm,Alley Assailant,Near Mint,FALSE,0.02,17,Bin 5,33,2
69e53d259ca1ed48e7d99dca,409247553,,1,mkm,Alley Assailant,Near Mint,FALSE,0.02,17,Bin 5,34,2
69e53d259ca1ed48e7d99dca,409247553,,1,mkm,Alley Assailant,Near Mint,FALSE,0.02,17,Bin 5,35,2
69e53d259ca1ed48e7d99dca,409247553,,1,mkm,Alley Assailant,Near Mint,FALSE,0.02,17,Bin 1,8,6
69e53d259ca1ed48e7d99dca,409247553,,1,mkm,Alley Assailant,Near Mint,FALSE,0.02,17,Bin 1,9,1
69b0bf199ca1ed48e7d8b51f,398394928,,1,aer,Alley Evasion,Near Mint,FALSE,0.03,1,Bin 6,33,1
69b0425e9ca1ed48e7d8ac37,398289253,,1,aer,Alley Evasion,Near Mint,TRUE,0.1,1,Bin 6,25,1
69e439cc9ca1ed48e7d99594,409100238,,1,aer,Alley Evasion,Near Mint,FALSE,0.05,7,Bin 5,21,7
69e43bdc9ca1ed48e7d99613,409101637,,1,aer,Alley Strangler,Near Mint,FALSE,0.03,9,Bin 5,23,8
69e43bdc9ca1ed48e7d99613,409101637,,1,aer,Alley Strangler,Near Mint,FALSE,0.03,9,Bin 7,2,1
69e93a2b7ecc73c161d921e6,410020598,,1,ogw,Allied Reinforcements,Near Mint,FALSE,0.05,1,Bin 7,10,1
69e425919ca1ed48e7d991b3,409083536,,1,ktk,Alpine Grizzly,Near Mint,FALSE,0.05,5,Bin 5,8,5
69e432ef9ca1ed48e7d994a7,409094953,,1,bfz,Altar's Reap,Near Mint,FALSE,0.05,0,,,
69af6d5d34ce719e27b74479,398147679,,1,spm,Amazing Acrobatics,NM,FALSE,0.04,1,Bin 6,18,1
69c321959ca1ed48e7d90a3a,402043034,,1,a25,Ambassador Oak,Near Mint,FALSE,0.04,1,Bin 1,1,1
69e41ed19ca1ed48e7d99021,409080142,,1,kld,Ambitious Aetherborn,Near Mint,FALSE,0.03,8,Bin 5,3,8
69e534569ca1ed48e7d99be2,409242954,,1,mid,Ambitious Farmhand // Seasoned Cathar,Near Mint,FALSE,0.09,1,Bin 5,27,1
699b796634ce719e27b6e6d0,393859693,,1,cfin,Ambrosia Whiteheart,NM,FALSE,0.44,0,,,
69eea6d42f009c9bc4d748c5,411068544,,1,fin,Ambrosia Whiteheart,Near Mint,FALSE,0.04,3,Bin 7,19,3
699b7e0c34ce719e27b6e82b,393861408,,1,fin,Ambrosia Whiteheart,NM,FALSE,0.05,0,,,
69b0c75f9ca1ed48e7d8b66d,398398096,,1,hou,Ambuscade,Near Mint,FALSE,0.03,2,Bin 6,33,1
69b0c75f9ca1ed48e7d8b66d,398398096,,1,hou,Ambuscade,Near Mint,FALSE,0.03,2,Bin 7,1,1
69efe93f4ff24d3a84876f79,411358581,,1,dtk,Ambuscade Shaman,Near Mint,FALSE,0.05,1,Bin 7,20,1
69e905387ecc73c161d87294,409963112,,1,otj,Ambush Gigapede,Near Mint,FALSE,0.04,13,Bin 1,14,13
69e7e4d79ca1ed48e7d9b1ef,409782011,,1,inr,Ambush Viper,Near Mint,FALSE,0.06,1,Bin 7,7,1
69af518334ce719e27b7410f,397759289,,1,cmr,Amorphous Axe,NM,FALSE,0.03,1,Bin 6,14,1
69e7ea159ca1ed48e7d9b2b6,409784049,,1,tsp,Amrou Seekers,Near Mint,TRUE,0.15,1,Bin 7,8,1
69c32dbd9ca1ed48e7d90b76,402049698,,1,lci,Ancestors' Aid,Near Mint,FALSE,0.04,0,,,
69af6d6834ce719e27b7453f,398148894,,1,cmr,Ancestral Blade,NM,FALSE,0.03,1,Bin 6,18,1
69c323dc9ca1ed48e7d90aef,402044762,,1,lci,Ancestral Reminiscence,Near Mint,FALSE,0.04,7,Bin 1,3,7
69b0cca89ca1ed48e7d8b7bf,398401857,,1,xln,Ancient Brontodon,Near Mint,FALSE,0.03,2,Bin 6,34,2
69e96e597ecc73c161d9d711,410048690,,1,akh,Ancient Crab,Near Mint,FALSE,0.03,1,Bin 7,15,1
69e4293e9ca1ed48e7d9925f,409089671,,1,akh,Ancient Crab,Near Mint,FALSE,0.05,3,Bin 5,10,3
69b0bb1a9ca1ed48e7d8b44d,398393215,,1,akh,Ancient Crab,Near Mint,FALSE,0.03,2,Bin 6,32,2
69e53ab39ca1ed48e7d99d43,409246477,,1,ogw,Ancient Crab,Near Mint,FALSE,0.03,6,Bin 5,29,6
69b0b7a49ca1ed48e7d8b3ba,398391709,,1,m19,Angel of the Dawn,Near Mint,FALSE,0.03,1,Bin 6,31,1
69b0dd059ca1ed48e7d8ba82,398420441,,1,avr,Angel's Tomb,Near Mint,FALSE,0.04,3,Bin 6,37,3
69b03d1f9ca1ed48e7d8ab67,398283182,,1,mh2,Angelic Curator,Near Mint,FALSE,0.03,2,Bin 6,24,2
69b0bb1b9ca1ed48e7d8b456,398393218,,1,akh,Angler Drake,Near Mint,FALSE,0.03,1,Bin 6,32,1
699bb5c934ce719e27b6eaea,393882067,,1,spm,Angry Rabble,NM,FALSE,0.03,2,Bin 6,8,2
69b04eb89ca1ed48e7d8af3e,398299295,,1,celd,Animating Faerie // Bring to Life,Near Mint,FALSE,0.04,2,Bin 6,27,2
69e9070f7ecc73c161d8783e,409964027,,1,otj,Ankle Biter,Near Mint,FALSE,0.05,13,Bin 1,16,6
69e9070f7ecc73c161d8783e,409964027,,1,otj,Ankle Biter,Near Mint,FALSE,0.05,13,Bin 1,17,7
69b0c7619ca1ed48e7d8b68a,398398103,,1,rtr,Annihilating Fire,Near Mint,FALSE,0.03,1,Bin 6,33,1
69b04eae9ca1ed48e7d8ae80,398299181,,1,mh3,Annoyed Altisaur,Near Mint,FALSE,0.08,0,,,
699b796534ce719e27b6e6bf,393859688,,1,mh3,Annoyed Altisaur,NM,FALSE,0.03,0,,,
69e429439ca1ed48e7d992af,409089704,,1,akh,Anointer Priest,Near Mint,FALSE,0.05,3,Bin 5,10,3
69c322e89ca1ed48e7d90aac,402044517,,1,lci,Another Chance,Near Mint,FALSE,0.04,2,Bin 1,2,2
69af6d6834ce719e27b7453c,398148879,,1,snc,Antagonize,NM,FALSE,0.03,1,Bin 6,18,1
69e932317ecc73c161d9065e,410016263,,1,dsk,Anthropede,Near Mint,FALSE,0.03,18,Bin 1,33,18
69efe9384ff24d3a84876e66,411358536,,1,dtk,Anticipate,Near Mint,FALSE,0.05,1,Bin 7,20,1
69e7ea1d9ca1ed48e7d9b340,409784104,,1,ths,Anvilwrought Raptor,Near Mint,TRUE,0.15,1,Bin 7,8,1
69b0b79f9ca1ed48e7d8b35a,398391677,,1,cns,Apex Hawks,Near Mint,FALSE,0.04,4,Bin 6,31,4
69eea6d32f009c9bc4d748b4,411068539,,1,dft,Apocalypse Runner,Near Mint,FALSE,0.04,1,Bin 7,19,1
69e7e09d9ca1ed48e7d9b07d,409779769,,1,fdn,Apothecary Stomper,Near Mint,FALSE,0.03,3,Bin 7,6,3
699bb5c534ce719e27b6ea95,393882046,,1,tla,"Appa, Loyal Sky Bison",NM,FALSE,0.03,1,Bin 6,8,1
699bbb7834ce719e27b6ec0a,393884955,,1,ecl,Appeal to Eirdu,NM,FALSE,0.05,1,Bin 6,10,1
69e92ebc7ecc73c161d8fa31,410013578,,1,dsk,Appendage Amalgam,Near Mint,FALSE,0.03,12,Bin 1,29,12
69e7e4d79ca1ed48e7d9b1f5,409782013,,1,avr,Appetite for Brains,Near Mint,TRUE,0.15,3,Bin 7,7,3
69af542034ce719e27b74162,397764513,,1,cmr,Aqueous Form,NM,FALSE,0.38,0,,,
69ed59c579f49147a0810261,410864045,,1,khm,Arachnoform,Near Mint,FALSE,0.02,1,Bin 7,16,1
69e9546a7ecc73c161d97b80,410037336,,1,tdm,Arashin Sunshield,Near Mint,FALSE,0.05,2,Bin 7,11,2
69e7ea189ca1ed48e7d9b2e0,409784066,,1,frf,Arashin War Beast,Near Mint,FALSE,0.05,1,Bin 7,8,1
69e420199ca1ed48e7d9905f,409080689,,1,kld,Arborback Stomper,Near Mint,FALSE,0.04,5,Bin 5,4,4
69e420199ca1ed48e7d9905f,409080689,,1,kld,Arborback Stomper,Near Mint,FALSE,0.04,5,Bin 7,4,1
69e91b427ecc73c161d8b8cd,409999611,,1,cafr,Arborea Pegasus,Near Mint,FALSE,0.05,2,Bin 1,23,2
69af848c9ca1ed48e7d8a697,398179353,,1,grn,Arboretum Elemental,Near Mint,FALSE,0.03,1,Bin 6,21,1
69ed5f1b79f49147a0813352,410865351,,1,ktk,Arc Lightning,Near Mint,FALSE,0.06,5,Bin 7,17,5
69efe9404ff24d3a84876fb0,411358590,,1,snc,Arc Spitter,Near Mint,FALSE,0.05,1,Bin 7,20,1
69b0bf1e9ca1ed48e7d8b574,398394962,,1,dom,Arcane Flight,Near Mint,FALSE,0.03,1,Bin 6,33,1
69e91b467ecc73c161d8b927,409999676,,1,afr,Arcane Investigator,Near Mint,FALSE,0.05,1,Bin 1,23,1
69af734d9a9ce4ef7aed3d31,398165966,,1,stx,Arcane Subtraction,NM,FALSE,0.03,1,Bin 6,20,1
69c31da29ca1ed48e7d909a3,402040057,,1,eld,Arcanist's Owl,Near Mint,TRUE,0.15,1,Bin 6,39,1
